"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-11","8.28",",,W",,,"0.19",",,W,2400","2.6",",,W","3.9",",,W,2400","26","H,,S","32",",,W","22",",,W","  180",",,W","  180",",,W","18.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-12","12.75",",,W",,,"0.00","T,,W,2400","0.4",",,W","5.9",",,W,2400","23","H,,S","28",",,W","15",",,W","   10",",,W","   10",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-13","7.61",",,W",,,"0.00","T,,W,2400","0.2",",,W","5.9",",,W,2400","17","H,,S","19",",,W","3",",,W","   50",",,W","   50",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-14","6.49",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.9",",,W,2400","11","H,,S","19",",,W","1",",,W","  220",",,W","  220",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-15","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W,2400","22","H,,S","34",",,W","17",",,W","  240",",,W","  230",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-16","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W,2400","28","H,,S","34",",,W","23",",,W","  140",",,W","  140",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-17","15.43",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W,2400","34","H,,S","42",",,W","26",",,W","  210",",,W","  220",",,W","28.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-18","10.51",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W,2400","37","H,,S","40",",,W","27",",,W","  300",",,W","  240",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-19","5.37",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W,2400","32","H,,S","41",",,W","25",",,W","  100",",,W","  100",",,W","12.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-20","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","34","H,,S","36",",,W","29",",,W","   40",",,W","   50",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-21","7.61",",,W",,,"0.01",",,W,2400","0.1",",,W","0.0",",,W,2400","31","H,,S","33",",,W","29",",,W","   20",",,W","   40",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-22","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","30","H,,S","31",",,W","28",",,W","  260",",,W","  230",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-23","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","30","H,,S","31",",,W","29",",,W","  220",",,W","  260",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-24","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","33","H,,S","43",",,W","29",",,W","  260",",,W","  260",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-25","14.54",",,W",,,"0.08",",,W,2400","0.6",",,W","0.0",",,W,2400","31","H,,S","34",",,W","24",",,W","   40",",,W","   50",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-26","5.59",",,W",,,"0.07",",,W,2400","1.0",",,W","0.0",",,W,2400","23","H,,S","26",",,W","15",",,W","   60",",,W","   60",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-27","6.04",",,W",,,"0.00","T,,W,2400","0.0","T,,W","1.2",",,W,2400","27","H,,S","32",",,W","20",",,W","   40",",,W","   40",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-28","10.96",",,W",,,"0.01",",,W,2400","0.0",",,W","1.2",",,W,2400","26","H,,S","34",",,W","19",",,W","  170",",,W","  160",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-29","13.87",",,W",,,"0.01",",,W,2400","0.1",",,W","1.2",",,W,2400","33","H,,S","35",",,W","28",",,W","  320",",,W","  330",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-30","7.38",",,W",,,"0.00","T,,W,2400","0.0","T,,W","1.2",",,W,2400","27","H,,S","30",",,W","18",",,W","  350",",,W","   10",",,W","19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-01-31","6.93",",,W",,,"0.12",",,W,2400","1.3",",,W","0.0",",,W,2400","27","H,,S","36",",,W","19",",,W","  250",",,W","  250",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-01","18.34",",,W",,,"0.87",",,W,2400","16.2",",,W","3.9",",,W,2400","29","H,,S","31",",,W","19",",,W","   40",",,W","   40",",,W","30.0",",,W","38.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-02","12.75",",,W",,,"0.05",",,W,2400","1.8",",,W","18.1",",,W,2400","15","H,,S","19",",,W","6",",,W","  350",",,W","  350",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-03","5.37",",,W",,,"0.09",",,W,2400","1.6",",,W","16.9",",,W,2400","13","H,,S","26",",,W","2",",,W","  220",",,W","  210",",,W","15.0",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-04","10.51",",,W",,,"0.02",",,W,2400","0.3",",,W","16.1",",,W,2400","21","H,,S","25",",,W","4",",,W","  340",",,W","  340",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-05","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","15.0",",,W,2400","7","H,,S","15",",,W","-2",",,W","  240",",,W","  240",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-06","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","14.2",",,W,2400","17","H,,S","31",",,W","13",",,W","  250",",,W","  230",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-07","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","14.2",",,W,2400","29","H,,S","41",",,W","18",",,W","  200",",,W","  230",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-08","9.84",",,W",,,"0.01",",,W,2400","0.0","T,,W","9.1",",,W,2400","36","H,,S","39",",,W","25",",,W","   10",",,W","   10",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-09","12.30",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.9",",,W,2400","26","H,,S","27",",,W","19",",,W","   10",",,W","   10",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-10","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","5.9",",,W,2400","25","H,,S","33",",,W","14",",,W","  160",",,W","  150",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-11","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.9",",,W,2400","31","H,,S","35",",,W","18",",,W","  310",",,W","  290",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-12","12.97",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.9",",,W,2400","16","H,,S","18",",,W","8",",,W","  340",",,W","  350",",,W","28.0",",,W","34.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-13","10.51",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W,2400","11","H,,S","26",",,W","5",",,W","  220",",,W","  220",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-14","19.46",",,W",,,"0.00","T,,W,2400","0.2",",,W","5.1",",,W,2400","19","H,,S","27",",,W","1",",,W","  330",",,W","  340",",,W","38.0",",,W","48.1",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-15","9.17",",,W",,,"0.03",",,W,2400","0.2",",,W","5.1",",,W,2400","4","H,,S","15",",,W","-3",",,W","  330",",,W","  340",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-16","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W,2400","12","H,,S","18",",,W","5",",,W","  280",",,W","  280",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-17","12.30",",,W",,,"0.00","T,,W,2400","0.1",",,W","5.1",",,W,2400","17","H,,S","19",",,W","8",",,W","  290",",,W","  290",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-18","15.21",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W,2400","7","H,,S","8",",,W","-3",",,W","  290",",,W","  290",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-19","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W,2400","-2","H,,S","4",",,W","-8",",,W","  330",",,W","  310",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-20","13.20",",,W",,,"0.01",",,W,2400","0.2",",,W","5.1",",,W,2400","3","H,,S","18",",,W","-7",",,W","  170",",,W","  180",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-21","4.25",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W,2400","22","H,,S","32",",,W","17",",,W","  200",",,W","  210",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-22","13.20",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W,2400","21","H,,S","28",",,W","2",",,W","  330",",,W","  330",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-23","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W,2400","4","H,,S","12",",,W","-4",",,W","  350",",,W","  340",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-24","15.88",",,W",,,"0.01",",,W,2400","0.1",",,W","5.1",",,W,2400","11","H,,S","29",",,W","4",",,W","  240",",,W","  240",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-25","7.83",",,W",,,"0.17",",,W,2400","2.0",",,W","5.1",",,W,2400","21","H,,S","26",",,W","10",",,W","   20",",,W","  330",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-26","12.53",",,W",,,"0.17",",,W,2400","3.7",",,W","9.8",",,W,2400","17","H,,S","19",",,W","0",",,W","   40",",,W","   20",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-27","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","9.8",",,W,2400","6","H,,S","14",",,W","-2",",,W","  260",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-02-28","5.37",",,W",,,"0.02",",,W,2400","0.4",",,W","9.1",",,W,2400","6","H,,S","21",",,W","-10",",,W","  180",",,W","  180",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-01","6.93",",,W",,,"0.00","T,,W,2400","0.0","T,,W","9.1",",,W,2400","18","H,,S","25",",,W","10",",,W","  250",",,W","  290",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-02","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","7.9",",,W,2400","21","H,,S","33",",,W","13",",,W","  190",",,W","  280",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-03","13.42",",,W",,,"0.13",",,W,2400","0.7",",,W","9.1",",,W,2400","28","H,,S","34",",,W","24",",,W","  190",",,W","  280",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-04","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W","7.9",",,W,2400","24","H,,S","31",",,W","10",",,W","  330",",,W","  300",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-05","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","7.1",",,W,2400","12","H,,S","16",",,W","3",",,W","  280",",,W","  310",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-06","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","7.1",",,W,2400","12","H,,S","27",",,W","0",",,W","  180",",,W","  200",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-07","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","7.1",",,W,2400","32","H,,S","44",",,W","24",",,W","  280",",,W","  280",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-08","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W,2400","35","H,,S","40",",,W","28",",,W","  250",",,W","  250",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-09","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W,2400","37","H,,S","50",",,W","25",",,W","  180",",,W","  200",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-10","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","40","H,,S","51",",,W","35",",,W","  220",",,W","  200",",,W","14.1",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-11","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","51",",,W","30",",,W","   60",",,W","   60",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-12","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","56",",,W","28",",,W","  170",",,W","  170",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-13","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","47","H,,S","65",",,W","37",",,W","  190",",,W","  190",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-14","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","51","H,,S","60",",,W","37",",,W","  320",",,W","  310",",,W","25.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-15","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","62",",,W","29",",,W","  250",",,W","  220",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-16","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","58","H,,S","73",",,W","42",",,W","   20",",,W","   10",",,W","30.0",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-17","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","45",",,W","28",",,W","   20",",,W","   20",",,W","30.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,
